ID,GenderSelect,Country,Age,CurrentJobTitleSelect,LanguageRecommendationSelect,FormalEducation,Tenure,MLSkillsSelect,MLTechniquesSelect,EmployerSize,WorkChallengeFrequencyExplaining,WorkChallengeFrequencyTalent,WorkChallengeFrequencyClarity,WorkChallengeFrequencyDataAccess,CompensationScore,WorkMLTeamSeatSelect,RemoteWork,JobSatisfaction,Continent,Income,IncomeCurrency
3083,Male,United States of America,34.0,Data Scientist,Python,Master's degree,6 to 10 years,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series,Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Evolutionary Approaches,Gradient Boosting,Hidden Markov Models HMMs,Logistic Regression,Markov Logic Networks,Neural Networks - CNNs,Neural Networks - GANs,Neural Networks - RNNs,Support Vector Machines (SVMs)",Fewer than 10 employees,,,,,8.0,Other,Sometimes,10,NA_,137127,dollar
3084,Male,Singapore,31.0,Data Scientist,Python,Master's degree,,Supervised Machine Learning (Tabular Data),"Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Support Vector Machines (SVMs)","5,000 to 9,999 employees",Most of the time,Most of the time,,,3.0,Standalone Team,Rarely,4,AS_,107984,euro
3085,Male,Germany,58.0,Data Scientist,Python,Doctoral degree,More than 10 years,"Natural Language Processing,Recommendation Engines","Decision Trees - Random Forests,Hidden Markov Models HMMs,Logistic Regression,Neural Networks - CNNs,Neural Networks - GANs,Neural Networks - RNNs,Support Vector Machines (SVMs)",500 to 999 employees,,,,,,Other,Always,7,EU_,135571,euro
3086,Male,Indonesia,20.0,Software Developer/Software Engineer,Python,Bachelor's degree,Less than a year,Recommendation Engines,"Bayesian Techniques,Decision Trees - Random Forests",Fewer than 10 employees,,Often,Often,,8.0,IT Department,Sometimes,5,AS_,100617,euro
3087,Male,Israel,32.0,Researcher,Python,Master's degree,6 to 10 years,Natural Language Processing,"Ensemble Methods,Neural Networks - RNNs","10,000 or more employees",,,,Most of the time,0.0,Standalone Team,Sometimes,10,AS_,120546,euro
3088,Male,Nigeria,29.0,Software Developer/Software Engineer,Python,Bachelor's degree,Less than a year,"Supervised Machine Learning (Tabular Data),Time Series","Logistic Regression,Neural Networks - RNNs",500 to 999 employees,,,Most of the time,Most of the time,8.0,Business Department,Sometimes,7,AF_,58481,euro
3089,Male,Chile,52.0,Data Analyst,R,Other,1 to 2 years,"Computer Vision,Natural Language Processing,Time Series",Logistic Regression,,Most of the time,,Often,,0.0,Standalone Team,Sometimes,6,SA_,118247,euro
3090,Male,Other,51.0,Data Scientist,R,Master's degree,More than 10 years,"Natural Language Processing,Outlier detection (e.g. Fraud detection)","Bayesian Techniques,Markov Logic Networks,Neural Networks - CNNs,Support Vector Machines (SVMs)",,Often,Often,,,8.0,Central Insights Team,,6,Other_,114620,euro
3091,Male,United States of America,42.0,Other,R,Other,6 to 10 years,,,Fewer than 10 employees,Often,Most of the time,,,7.0,Standalone Team,Sometimes,8,NA_,107349,dollar
3092,Male,Canada,31.0,Data Scientist,R,Master's degree,6 to 10 years,"Survival Analysis,Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Evolutionary Approaches,Logistic Regression,Neural Networks - CNNs,Support Vector Machines (SVMs)",100 to 499 employees,,,,Most of the time,3.0,Other,Rarely,7,NA_,143442,dollar
3093,Male,France,30.0,Data Scientist,Python,Master's degree,6 to 10 years,"Computer Vision,Natural Language Processing,Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Neural Networks - CNNs,Neural Networks - RNNs,Support Vector Machines (SVMs)",100 to 499 employees,,Sometimes,Rarely,Rarely,2.0,Standalone Team,Rarely,9,EU_,117090,euro
3094,Male,Netherlands,34.0,Data Scientist,Python,Doctoral degree,More than 10 years,"Supervised Machine Learning (Tabular Data),Time Series","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression",500 to 999 employees,,,,,2.0,IT Department,Sometimes,8,EU_,147877,euro
3095,Male,Canada,35.0,Scientist/Researcher,Python,Master's degree,More than 10 years,"Outlier detection (e.g. Fraud detection),Time Series,Unsupervised Learning","Bayesian Techniques,Hidden Markov Models HMMs,Markov Logic Networks","5,000 to 9,999 employees",,Sometimes,,,2.0,Other,Never,9,NA_,120514,dollar
3096,Male,Australia,36.0,Data Scientist,Python,Master's degree,3 to 5 years,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Logistic Regression,Neural Networks - RNNs,Support Vector Machines (SVMs)",20 to 99 employees,,Often,,Often,2.0,Business Department,Rarely,8,OC_,134682,euro
3097,Male,United Kingdom,26.0,Data Analyst,Python,Bachelor's degree,1 to 2 years,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Logistic Regression,Neural Networks - CNNs",100 to 499 employees,,,,,2.0,Standalone Team,,6,EU_,98538,euro
3098,Male,Brazil,49.0,Scientist/Researcher,Python,Doctoral degree,3 to 5 years,"Outlier detection (e.g. Fraud detection),Reinforcement learning,Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series,Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Gradient Boosting,Logistic Regression,Support Vector Machines (SVMs)","1,000 to 4,999 employees",,Often,,,8.0,Other,Sometimes,8,SA_,152986,euro
3099,Male,Malaysia,50.0,Data Analyst,R,Bachelor's degree,More than 10 years,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Gradient Boosting,Logistic Regression,Neural Networks - CNNs,Support Vector Machines (SVMs)",,,Most of the time,,,8.0,Business Department,Sometimes,8,AS_,109266,euro
3100,Male,United States of America,67.0,Software Developer/Software Engineer,Matlab,Doctoral degree,More than 10 years,Machine Translation,"Bayesian Techniques,Logistic Regression",Fewer than 10 employees,,,,,4.0,Business Department,Always,10,NA_,196784,dollar
3101,Male,Japan,34.0,Software Developer/Software Engineer,Python,Master's degree,6 to 10 years,"Reinforcement learning,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Gradient Boosting,Hidden Markov Models HMMs,Logistic Regression,Neural Networks - CNNs,Neural Networks - RNNs",10 to 19 employees,,Sometimes,,,8.0,Standalone Team,Sometimes,3,AS_,138779,euro
3102,Male,India,27.0,Data Analyst,R,Master's degree,1 to 2 years,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Bayesian Techniques,Decision Trees - Random Forests,Logistic Regression,Support Vector Machines (SVMs)","1,000 to 4,999 employees",,,,,,IT Department,Sometimes,8,AS_,125163,euro
3103,Male,United States of America,27.0,Data Analyst,Python,Bachelor's degree,3 to 5 years,"Supervised Machine Learning (Tabular Data),Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Logistic Regression","1,000 to 4,999 employees",,,,,4.0,Other,Sometimes,7,NA_,96559,dollar
3104,Female,Russia,35.0,Data Scientist,Python,Master's degree,More than 10 years,"Natural Language Processing,Recommendation Engines,Time Series,Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Evolutionary Approaches,Logistic Regression,Markov Logic Networks",100 to 499 employees,,,Sometimes,,,Other,Sometimes,8,EU_,136140,euro
3105,Male,Argentina,24.0,Data Scientist,Python,Other,3 to 5 years,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data)","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Gradient Boosting,Logistic Regression,Neural Networks - RNNs","5,000 to 9,999 employees",Sometimes,Sometimes,,,8.0,IT Department,Sometimes,8,SA_,99739,euro
3106,Male,Australia,43.0,Statistician,Python,Doctoral degree,More than 10 years,Computer Vision,"Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Logistic Regression,Neural Networks - CNNs,Neural Networks - RNNs,Support Vector Machines (SVMs)",100 to 499 employees,,Often,,,3.0,Business Department,Sometimes,3,OC_,158274,euro
3107,Male,United States of America,28.0,Engineer,Python,Bachelor's degree,3 to 5 years,"Computer Vision,Supervised Machine Learning (Tabular Data),Time Series","Bayesian Techniques,Decision Trees - Random Forests,Support Vector Machines (SVMs)","10,000 or more employees",,Often,,,4.0,Other,Rarely,9,NA_,98886,dollar
3108,Male,Denmark,46.0,Scientist/Researcher,R,Doctoral degree,More than 10 years,"Supervised Machine Learning (Tabular Data),Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Logistic Regression,Neural Networks - GANs","5,000 to 9,999 employees",,Often,,Most of the time,8.0,Other,Sometimes,9,EU_,146015,euro
3109,Male,France,49.0,Engineer,Python,Doctoral degree,1 to 2 years,,,"1,000 to 4,999 employees",,,Sometimes,Most of the time,,Other,Never,7,EU_,130994,euro
3110,Male,United States of America,55.0,Data Scientist,SAS,Doctoral degree,More than 10 years,Other (please specify; separate by semi-colon),"Logistic Regression,Other (please specify; separate by semi-colon)",20 to 99 employees,,,,,0.0,Standalone Team,Sometimes,9,NA_,184703,dollar
3111,Male,,40.0,Data Miner,R,Doctoral degree,More than 10 years,"Natural Language Processing,Recommendation Engines,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Bayesian Techniques,Decision Trees - Random Forests,Ensemble Methods,Logistic Regression",100 to 499 employees,Sometimes,Often,Most of the time,,,Standalone Team,Rarely,7,,149042,euro
3112,Male,Netherlands,31.0,Data Scientist,Python,Master's degree,3 to 5 years,"Computer Vision,Natural Language Processing,Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Bayesian Techniques,Decision Trees - Random Forests,Hidden Markov Models HMMs,Logistic Regression,Neural Networks - CNNs,Neural Networks - RNNs,Support Vector Machines (SVMs)",500 to 999 employees,,,Often,Most of the time,1.0,Standalone Team,Rarely,8,EU_,100695,euro
3113,Male,Colombia,27.0,Computer Scientist,Python,Master's degree,3 to 5 years,"Computer Vision,Time Series,Other (please specify; separate by semi-colon)","Logistic Regression,Neural Networks - CNNs,Support Vector Machines (SVMs)",,,,,,8.0,Standalone Team,Sometimes,7,SA_,103307,euro
3114,Male,United States of America,25.0,Data Analyst,Python,Master's degree,3 to 5 years,Recommendation Engines,"Decision Trees - Gradient Boosted Machines,Logistic Regression",10 to 19 employees,Often,Most of the time,Most of the time,,3.0,IT Department,,6,NA_,115220,dollar
3115,Male,Other,34.0,Data Analyst,Python,Master's degree,Less than a year,Other (please specify; separate by semi-colon),Other (please specify; separate by semi-colon),,,,Most of the time,,8.0,Business Department,Rarely,6,Other_,138982,euro
3116,Male,Netherlands,37.0,Other,Scala,Doctoral degree,6 to 10 years,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning,Other (please specify; separate by semi-colon)","Decision Trees - Random Forests,Neural Networks - GANs,Other (please specify; separate by semi-colon)","10,000 or more employees",,,,,2.0,Standalone Team,Sometimes,6,EU_,145144,euro
3117,Male,United States of America,23.0,Data Scientist,C/C++/C#,Bachelor's degree,3 to 5 years,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Neural Networks - CNNs,Neural Networks - RNNs,Support Vector Machines (SVMs)",,,Most of the time,Often,,4.0,Business Department,Sometimes,8,NA_,104257,dollar
3118,Male,Portugal,39.0,Scientist/Researcher,Python,Doctoral degree,More than 10 years,"Supervised Machine Learning (Tabular Data),Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Support Vector Machines (SVMs)",100 to 499 employees,,Often,Most of the time,Most of the time,2.0,Standalone Team,Sometimes,7,EU_,121904,euro
3119,Male,India,27.0,Data Scientist,Python,Bachelor's degree,3 to 5 years,"Computer Vision,Natural Language Processing,Recommendation Engines,Reinforcement learning,Speech Recognition,Supervised Machine Learning (Tabular Data)","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Ensemble Methods,Hidden Markov Models HMMs,Markov Logic Networks,Neural Networks - CNNs",100 to 499 employees,Often,Sometimes,,,8.0,Standalone Team,Rarely,7,AS_,71197,euro
3120,Male,United States of America,27.0,Data Scientist,Python,Master's degree,1 to 2 years,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Time Series","Decision Trees - Random Forests,Logistic Regression,Support Vector Machines (SVMs)",100 to 499 employees,,Often,Most of the time,,3.0,Other,Sometimes,5,NA_,139012,dollar
3121,Male,Brazil,36.0,Other,Python,Other,More than 10 years,"Recommendation Engines,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression","10,000 or more employees",Sometimes,Most of the time,Most of the time,Most of the time,2.0,Other,Never,5,SA_,106618,euro
3122,Male,Turkey,36.0,Scientist/Researcher,Python,Doctoral degree,Less than a year,Reinforcement learning,Other (please specify; separate by semi-colon),"1,000 to 4,999 employees",,Most of the time,,,2.0,Standalone Team,Rarely,1,AS_,155354,euro
3123,Female,Hungary,21.0,DBA/Database Engineer,Python,Other,1 to 2 years,"Adversarial Learning,Computer Vision,Natural Language Processing,Survival Analysis","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Evolutionary Approaches,Hidden Markov Models HMMs,Logistic Regression,Markov Logic Networks,Neural Networks - CNNs,Neural Networks - RNNs,Support Vector Machines (SVMs)","1,000 to 4,999 employees",,,,,0.0,IT Department,Don't know,10,EU_,109145,euro
3124,Male,Poland,27.0,Data Scientist,Python,Bachelor's degree,6 to 10 years,"Natural Language Processing,Supervised Machine Learning (Tabular Data)","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Logistic Regression,Neural Networks - CNNs,Neural Networks - RNNs,Support Vector Machines (SVMs)",20 to 99 employees,,,Most of the time,,8.0,IT Department,Sometimes,8,EU_,97032,euro
3125,Male,United States of America,33.0,Software Developer/Software Engineer,Python,Bachelor's degree,3 to 5 years,Supervised Machine Learning (Tabular Data),"Decision Trees - Random Forests,Logistic Regression,Support Vector Machines (SVMs)","10,000 or more employees",Sometimes,Most of the time,Most of the time,,5.0,IT Department,Sometimes,6,NA_,93283,dollar
3126,Male,Ukraine,29.0,Data Analyst,Python,Master's degree,1 to 2 years,Supervised Machine Learning (Tabular Data),"Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Support Vector Machines (SVMs)",10 to 19 employees,,Sometimes,Often,,8.0,Standalone Team,Rarely,7,EU_,91058,euro
3127,Male,United States of America,31.0,Data Scientist,Python,Doctoral degree,1 to 2 years,"Natural Language Processing,Supervised Machine Learning (Tabular Data)","Bayesian Techniques,Decision Trees - Random Forests,Logistic Regression,Support Vector Machines (SVMs)",20 to 99 employees,,,Sometimes,,2.0,IT Department,Never,7,NA_,171142,dollar
3128,Female,United States of America,34.0,Data Analyst,Python,Master's degree,1 to 2 years,"Computer Vision,Natural Language Processing,Recommendation Engines,Time Series","Bayesian Techniques,Decision Trees - Random Forests,Gradient Boosting,Logistic Regression,Neural Networks - RNNs,Support Vector Machines (SVMs)","5,000 to 9,999 employees",Most of the time,Most of the time,,,,Standalone Team,Rarely,8,NA_,140653,dollar
3129,Male,Germany,41.0,Data Analyst,Python,Other,More than 10 years,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Gradient Boosting,Logistic Regression,Support Vector Machines (SVMs)",100 to 499 employees,,,,,3.0,Business Department,,5,EU_,126196,euro
3130,Male,Other,22.0,Machine Learning Engineer,Python,Other,1 to 2 years,"Adversarial Learning,Computer Vision,Unsupervised Learning","Bayesian Techniques,Logistic Regression,Neural Networks - CNNs,Neural Networks - GANs,Support Vector Machines (SVMs)",20 to 99 employees,,,,,,Standalone Team,Never,8,Other_,106344,euro
3131,Female,Malaysia,33.0,Engineer,Other,Bachelor's degree,3 to 5 years,Other (please specify; separate by semi-colon),Other (please specify; separate by semi-colon),"10,000 or more employees",,Most of the time,Most of the time,Often,,Other,Sometimes,4,AS_,92694,euro
3132,Male,Germany,44.0,Software Developer/Software Engineer,Python,Other,More than 10 years,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data)","Bayesian Techniques,Decision Trees - Random Forests,Evolutionary Approaches,Hidden Markov Models HMMs,Logistic Regression,Neural Networks - CNNs","10,000 or more employees",,Sometimes,,,5.0,IT Department,Sometimes,2,EU_,93653,euro
3133,Male,Russia,25.0,Data Scientist,Python,Bachelor's degree,1 to 2 years,"Computer Vision,Recommendation Engines,Time Series","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Neural Networks - CNNs,Neural Networks - RNNs,Support Vector Machines (SVMs)","5,000 to 9,999 employees",Sometimes,,Sometimes,,8.0,Standalone Team,Sometimes,8,EU_,55908,euro
3134,Male,Poland,36.0,Business Analyst,Python,Master's degree,3 to 5 years,"Natural Language Processing,Speech Recognition","Bayesian Techniques,Decision Trees - Random Forests","5,000 to 9,999 employees",,Sometimes,,,,Standalone Team,Sometimes,7,EU_,126507,euro
3135,Male,Taiwan,40.0,Data Analyst,Python,Doctoral degree,6 to 10 years,Time Series,"Bayesian Techniques,Logistic Regression",100 to 499 employees,,,Often,,,Standalone Team,Rarely,5,AS_,148837,euro
3136,Male,United Kingdom,35.0,Data Scientist,Python,Master's degree,More than 10 years,"Computer Vision,Natural Language Processing,Recommendation Engines,Reinforcement learning,Survival Analysis,Time Series","Decision Trees - Gradient Boosted Machines,Gradient Boosting,Hidden Markov Models HMMs,Logistic Regression,Neural Networks - CNNs,Neural Networks - GANs,Neural Networks - RNNs,Support Vector Machines (SVMs)","5,000 to 9,999 employees",,,,Often,,Central Insights Team,,8,EU_,128483,euro
3137,Male,Denmark,39.0,Programmer,Python,Master's degree,3 to 5 years,,"Decision Trees - Random Forests,Hidden Markov Models HMMs,Logistic Regression",20 to 99 employees,,Most of the time,Most of the time,,1.0,Central Insights Team,Sometimes,6,EU_,118373,euro
3139,Male,Italy,42.0,Data Scientist,Scala,Master's degree,6 to 10 years,Supervised Machine Learning (Tabular Data),"Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Ensemble Methods,Logistic Regression,Neural Networks - CNNs","10,000 or more employees",,Often,Most of the time,,5.0,Standalone Team,Sometimes,8,EU_,115364,euro
3140,Male,India,29.0,Software Developer/Software Engineer,Python,Bachelor's degree,6 to 10 years,Other (please specify; separate by semi-colon),,"5,000 to 9,999 employees",,,,,8.0,IT Department,Sometimes,6,AS_,100127,euro
3141,Male,Germany,34.0,Software Developer/Software Engineer,Python,Bachelor's degree,6 to 10 years,"Machine Translation,Natural Language Processing,Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Hidden Markov Models HMMs,Logistic Regression,Neural Networks - CNNs,Support Vector Machines (SVMs)",100 to 499 employees,,Sometimes,Most of the time,Most of the time,3.0,Other,Rarely,6,EU_,102788,euro
3142,Male,Russia,46.0,Scientist/Researcher,R,Doctoral degree,1 to 2 years,"Supervised Machine Learning (Tabular Data),Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Neural Networks - CNNs,Support Vector Machines (SVMs)",100 to 499 employees,,Often,,,8.0,,Sometimes,4,EU_,145707,euro
3143,Male,Italy,51.0,Scientist/Researcher,Python,Doctoral degree,More than 10 years,Unsupervised Learning,"Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Logistic Regression,Support Vector Machines (SVMs)","1,000 to 4,999 employees",,,Most of the time,,,Other,Sometimes,8,EU_,131829,euro
3144,Male,United States of America,40.0,Data Analyst,Python,Bachelor's degree,6 to 10 years,Reinforcement learning,"Bayesian Techniques,Decision Trees - Random Forests,Logistic Regression","10,000 or more employees",,,Sometimes,,4.0,IT Department,Sometimes,7,NA_,123002,dollar
3145,Male,Other,18.0,Programmer,,Other,1 to 2 years,"Adversarial Learning,Machine Translation","Decision Trees - Gradient Boosted Machines,Evolutionary Approaches",Fewer than 10 employees,,,,,0.0,Business Department,,3,Other_,111875,euro
3146,Male,United Kingdom,32.0,Scientist/Researcher,Matlab,Doctoral degree,Less than a year,Survival Analysis,Logistic Regression,I don't know,,,,,1.0,Standalone Team,,6,EU_,131876,euro
3147,Male,United States of America,30.0,Predictive Modeler,SQL,Master's degree,1 to 2 years,Supervised Machine Learning (Tabular Data),"Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Logistic Regression",100 to 499 employees,Sometimes,,,,6.0,Central Insights Team,Rarely,6,NA_,159992,dollar
3148,Male,Spain,40.0,Data Scientist,Python,Doctoral degree,6 to 10 years,"Reinforcement learning,Time Series","Ensemble Methods,Hidden Markov Models HMMs,Logistic Regression,Support Vector Machines (SVMs)",20 to 99 employees,,,,,3.0,Standalone Team,Rarely,9,EU_,142784,euro
3149,Male,Germany,26.0,Machine Learning Engineer,R,Master's degree,6 to 10 years,"Machine Translation,Natural Language Processing,Outlier detection (e.g. Fraud detection),Recommendation Engines,Reinforcement learning,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Bayesian Techniques,Decision Trees - Random Forests,Logistic Regression,Neural Networks - CNNs,Neural Networks - RNNs,Support Vector Machines (SVMs)",20 to 99 employees,,,Most of the time,Often,1.0,Other,Sometimes,7,EU_,96709,euro
3150,Male,India,34.0,Scientist/Researcher,C/C++/C#,Bachelor's degree,1 to 2 years,Supervised Machine Learning (Tabular Data),Decision Trees - Random Forests,"10,000 or more employees",,Often,Most of the time,,8.0,Standalone Team,Never,4,AS_,80958,euro
3151,Male,China,22.0,Data Miner,Scala,Bachelor's degree,1 to 2 years,"Recommendation Engines,Time Series,Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines","10,000 or more employees",,,,,,IT Department,Rarely,8,AS_,80394,euro
3152,Male,Other,28.0,Software Developer/Software Engineer,Python,Master's degree,Less than a year,Computer Vision,Neural Networks - CNNs,10 to 19 employees,Sometimes,Sometimes,Most of the time,,8.0,Central Insights Team,Sometimes,5,Other_,118949,euro
3153,Female,Switzerland,29.0,Scientist/Researcher,Python,Doctoral degree,6 to 10 years,Supervised Machine Learning (Tabular Data),"Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Logistic Regression","1,000 to 4,999 employees",,,,,3.0,Standalone Team,Sometimes,4,EU_,90295,euro
3154,Male,Poland,22.0,Data Analyst,Python,Bachelor's degree,1 to 2 years,Supervised Machine Learning (Tabular Data),"Decision Trees - Random Forests,Logistic Regression,Support Vector Machines (SVMs)",100 to 499 employees,,Often,Often,,2.0,Standalone Team,Sometimes,8,EU_,99528,euro
3155,Male,India,58.0,Statistician,R,Doctoral degree,More than 10 years,Supervised Machine Learning (Tabular Data),Evolutionary Approaches,100 to 499 employees,,Sometimes,,,,Other,,10,AS_,126549,euro
3156,Male,United Kingdom,28.0,Researcher,Python,Doctoral degree,6 to 10 years,"Supervised Machine Learning (Tabular Data),Time Series","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Neural Networks - CNNs,Neural Networks - GANs,Neural Networks - RNNs",20 to 99 employees,,,,,,Other,Rarely,8,EU_,121138,euro
3157,Male,United States of America,30.0,Other,R,Bachelor's degree,6 to 10 years,Unsupervised Learning,Decision Trees - Random Forests,I don't know,,Most of the time,,,5.0,Other,Rarely,8,NA_,86186,dollar
3158,Male,United States of America,42.0,Data Scientist,Python,Doctoral degree,More than 10 years,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Bayesian Techniques,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Support Vector Machines (SVMs)",100 to 499 employees,Often,,Often,,8.0,IT Department,Rarely,8,NA_,150059,dollar
3159,Male,United States of America,47.0,Software Developer/Software Engineer,Python,Bachelor's degree,1 to 2 years,"Natural Language Processing,Supervised Machine Learning (Tabular Data)","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression",10 to 19 employees,,,,,4.0,Other,Rarely,10,NA_,99981,dollar
3160,Male,India,41.0,Programmer,R,Master's degree,More than 10 years,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Bayesian Techniques,Decision Trees - Random Forests,Logistic Regression,Support Vector Machines (SVMs)","10,000 or more employees",,,,,8.0,IT Department,Rarely,7,AS_,133987,euro
3161,Male,Other,43.0,Other,Python,Other,1 to 2 years,"Natural Language Processing,Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Support Vector Machines (SVMs)",500 to 999 employees,,Often,,,,Other,Rarely,5,Other_,120918,euro
3162,Male,,67.0,Business Analyst,SQL,Master's degree,More than 10 years,Supervised Machine Learning (Tabular Data),Logistic Regression,20 to 99 employees,Sometimes,,,,,IT Department,Sometimes,8,,122440,euro
3163,Male,Canada,44.0,Machine Learning Engineer,,Master's degree,3 to 5 years,"Natural Language Processing,Supervised Machine Learning (Tabular Data)",Hidden Markov Models HMMs,,,,,,,,,5,NA_,158611,dollar
3164,Male,India,22.0,Machine Learning Engineer,Python,Bachelor's degree,1 to 2 years,"Computer Vision,Natural Language Processing,Supervised Machine Learning (Tabular Data)","Logistic Regression,Neural Networks - CNNs",20 to 99 employees,,Sometimes,Often,Most of the time,8.0,Standalone Team,Sometimes,6,AS_,66400,euro
3165,Male,United States of America,34.0,Operations Research Practitioner,R,Master's degree,3 to 5 years,"Supervised Machine Learning (Tabular Data),Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Logistic Regression","5,000 to 9,999 employees",,,,Often,3.0,Standalone Team,Never,8,NA_,149902,dollar
3166,Male,India,24.0,Data Analyst,R,Bachelor's degree,3 to 5 years,"Supervised Machine Learning (Tabular Data),Time Series","Decision Trees - Random Forests,Logistic Regression",,Often,Sometimes,Sometimes,,8.0,IT Department,Sometimes,6,AS_,112960,euro
3167,Male,United States of America,42.0,Other,Python,Master's degree,3 to 5 years,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning,Other (please specify; separate by semi-colon)","Bayesian Techniques,Decision Trees - Random Forests,Logistic Regression,Support Vector Machines (SVMs),Other (please specify; separate by semi-colon)",20 to 99 employees,,,Most of the time,Often,6.0,Business Department,Never,2,NA_,139530,dollar
